id,stock_id,ReportNo,shape,carats,col,clar,cut,pol,symm,flo,floCol,lwratio,length,width,height,depth,table,culet,lab,girdle,eyeclean,brown,green,milky,discount,price,price_per_carat,video,video_frames,image,pdf,mine_of_origin,canada_mark_eligble,supplier_name,location,is_returnable,supplier_id,created_at,updated_at,deleted_at
200,EH3-89,1353958294,ROUND,0.60,G,SI1,EX,EX,EX,MED,Blue,,5.38,5.4,3.38,62.6,56,None,GIA,MED to STK,100%,Not brown,Not green,,-42.00%,1044.00,1740.00,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/1353958294.pdf,,,African star (hk) ltd,HK,Y,f6e0efcb-9b29-42a6-9721-b7322986b542,,,
201,EH3-144,1357957653,ROUND,0.40,H,SI1,EX,EX,EX,MED,Blue,,4.69,4.73,2.91,61.8,58,None,GIA,MED to STK,100%,Not brown,Not green,,-36.00%,486.40,1216.00,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/1357957653.pdf,,,African star (hk) ltd,HK,Y,f6e0efcb-9b29-42a6-9721-b7322986b542,,,
202,EI-5C,1353957698,ROUND,0.30,E,VS2,EX,EX,EX,NON,,,4.32,4.34,2.68,61.8,57,None,GIA,MED to STK,100%,Not brown,Not green,,-33.00%,462.30,1541.00,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/1353957698.pdf,,,African star (hk) ltd,HK,Y,f6e0efcb-9b29-42a6-9721-b7322986b542,,,
203,EJ-4K,2357957665,PEAR,0.30,D,SI1,-,EX,VG,STG,Blue,,5.78,3.81,2.31,60.6,60,None,GIA,STK to VTK,,,,,-46.00%,259.20,864.00,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/2357957665.pdf,,,African star (hk) ltd,HK,Y,f6e0efcb-9b29-42a6-9721-b7322986b542,,,
204,EH3-133,6352957672,ROUND,0.30,G,SI2,EX,EX,VG,NON,,,4.3,4.34,2.64,61,60,None,GIA,THN to MED,100%,Not brown,Not green,,-39.00%,274.50,915.00,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/6352957672.pdf,,,African star (hk) ltd,HK,Y,f6e0efcb-9b29-42a6-9721-b7322986b542,,,
205,EH3-146,6352957644,ROUND,0.33,E,SI1,EX,EX,EX,NON,,,4.46,4.47,2.71,60.8,59,None,GIA,MED to STK,100%,Not brown,Not green,,-35.00%,407.55,1235.00,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/6352957644.pdf,,,African star (hk) ltd,HK,Y,f6e0efcb-9b29-42a6-9721-b7322986b542,,,
206,EL-2A,7358958149,PEAR,0.30,D,SI1,-,EX,VG,NON,,,5.91,3.86,2.16,56,58,None,GIA,STK to VTK,100%,Not brown,Not green,,-35.00%,312.00,1040.00,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/7358958149.pdf,,,African star (hk) ltd,HK,Y,f6e0efcb-9b29-42a6-9721-b7322986b542,,,
207,TVEE2-1,2356976914,ROUND,2.01,E,SI1,EX,EX,EX,NON,,,8.27,8.31,4.83,58.3,61,None,GIA,THN to MED,100%,Not brown,Not green,,-36.91%,17119.47,8517.15,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/2356976914.pdf,,,African star (hk) ltd,HK,Y,f6e0efcb-9b29-42a6-9721-b7322986b542,,,
208,TVDD6-2,1365020816,ROUND,0.31,D,VS2,EX,VG,EX,NON,,,4.33,4.36,2.7,62,57,None,GIA,MED to STK,100%,Not brown,Not green,,-39.91%,447.07,1442.16,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/1365020816.pdf,,,African star (hk) ltd,HK,Y,f6e0efcb-9b29-42a6-9721-b7322986b542,,,
209,TV-10H,2366021812,ROUND,0.31,D,VVS2,VG,EX,EX,NON,,,4.31,4.33,2.73,63,56,None,GIA,STK,100%,Not brown,Not green,,-46.91%,460.82,1486.52,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/2366021812.pdf,,,African star (hk) ltd,HK,Y,f6e0efcb-9b29-42a6-9721-b7322986b542,,,
210,TVEE3-3,6365019848,OVAL,0.71,E,SI1,-,EX,VG,NON,,,7.38,5.15,3.05,59.4,59,None,GIA,MED to STK,100%,Not brown,Not green,,-36.91%,1612.58,2271.24,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/6365019848.pdf,,,African star (hk) ltd,HK,Y,f6e0efcb-9b29-42a6-9721-b7322986b542,,,
211,TVDD3-4,6361021161,ROUND,0.30,F,SI2,EX,EX,VG,NON,,,4.26,4.3,2.64,61.8,55,None,GIA,STK,100%,Not brown,Not green,,-40.91%,283.63,945.43,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/6361021161.pdf,,,African star (hk) ltd,HK,Y,f6e0efcb-9b29-42a6-9721-b7322986b542,,,
212,TVDD8-3,7368019831,OVAL,0.70,D,VVS2,-,EX,VG,NON,,,6.93,5.01,3.1,61.8,62,None,GIA,STK to THK,100%,Not brown,Not green,,-38.91%,1967.10,2810.14,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/7368019831.pdf,,,African star (hk) ltd,HK,Y,f6e0efcb-9b29-42a6-9721-b7322986b542,,,
213,TV-4B,7368021723,PEAR,0.70,F,VS2,-,EX,EX,NON,,,7.78,5.02,2.96,59,61,None,GIA,THK to VTK,100%,Not brown,Not green,,-37.91%,1651.59,2359.41,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/7368021723.pdf,,,African star (hk) ltd,HK,Y,f6e0efcb-9b29-42a6-9721-b7322986b542,,,
214,TV-2G,7351976797,MARQUISE,1.01,D,VS2,-,EX,VG,NON,,,10.57,5.23,3.25,62,60,None,GIA,STK to THK,100%,Not brown,Not green,,-26.91%,5167.46,5116.30,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/7351976797.pdf,,,African star (hk) ltd,HK,Y,f6e0efcb-9b29-42a6-9721-b7322986b542,,,
215,TVDD6-4,1353976790,PEAR,1.00,D,SI1,-,EX,VG,NON,,,8.76,5.61,3.49,62.2,60,None,GIA,STK to VTK,100%,Not brown,Not green,,-39.91%,3605.40,3605.40,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/1353976790.pdf,,,African star (hk) ltd,HK,Y,f6e0efcb-9b29-42a6-9721-b7322986b542,,,
216,TV-1C,2367056557,PEAR,0.55,D,SI1,-,EX,VG,NON,,,7.36,4.7,2.73,58.1,61,None,GIA,STK to THK,100%,Not brown,Not green,,-39.91%,826.24,1502.25,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/2367056557.pdf,,,African star (hk) ltd,HK,Y,f6e0efcb-9b29-42a6-9721-b7322986b542,,,
217,TV-4C,2366021742,PEAR,0.50,F,SI2,-,VG,EX,NON,,,6.92,4.47,2.69,60.3,61,None,GIA,STK to VTK,100%,Not brown,Not green,,-39.91%,600.90,1201.80,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/2366021742.pdf,,,African star (hk) ltd,HK,Y,f6e0efcb-9b29-42a6-9721-b7322986b542,,,
218,TVDD1-3,5363019821,MARQUISE,0.45,E,VVS2,-,EX,VG,NON,,,8.25,3.93,2.26,57.7,61,None,GIA,THK to ETK,100%,Not brown,Not green,,-39.91%,648.97,1442.16,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/5363019821.pdf,,,African star (hk) ltd,HK,Y,f6e0efcb-9b29-42a6-9721-b7322986b542,,,
219,TVDD1-1,5366030778,PEAR,5.03,G,VVS1,-,EX,EX,NON,,,15.23,9.59,5.66,59,58,None,GIA,STK to THK,100%,Not brown,Not green,,-34.91%,137509.13,27337.80,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/5366030778.pdf,,,African star (hk) ltd,HK,Y,f6e0efcb-9b29-42a6-9721-b7322986b542,,,
220,TVEE3-2,7352976814,PEAR,1.00,D,VS1,-,EX,VG,FNT,,,8.95,5.65,3.33,58.9,57,None,GIA,STK to THK,100%,Not brown,Not green,,-41.91%,4298.66,4298.66,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/7352976814.pdf,,,African star (hk) ltd,HK,Y,f6e0efcb-9b29-42a6-9721-b7322986b542,,,
221,TVEE1-4,2364033908,ROUND,1.00,E,SI1,EX,EX,EX,NON,,,6.35,6.38,3.92,61.6,61,None,GIA,STK,100%,Not brown,Not green,,-34.91%,4946.84,4946.84,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/2364033908.pdf,,,African star (hk) ltd,HK,Y,f6e0efcb-9b29-42a6-9721-b7322986b542,,,
222,TV-12,6352885723,ROUND,1.01,G,SI2,EX,EX,EX,NON,,,6.44,6.47,3.95,61.3,58,None,GIA,MED to STK,100%,Not brown,Not green,,-39.91%,3398.69,3365.04,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/6352885723.pdf,,,African star (hk) ltd,HK,Y,f6e0efcb-9b29-42a6-9721-b7322986b542,,,
223,TVEE2-2,2367031058,ROUND,2.00,E,SI2,EX,EX,EX,NON,,,8.02,8.08,4.96,61.6,57,None,GIA,MED to STK,100%,Not brown,Not green,,-33.91%,13878.90,6939.45,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/2367031058.pdf,,,African star (hk) ltd,HK,Y,f6e0efcb-9b29-42a6-9721-b7322986b542,,,
224,TVEE4-3,6365056572,PEAR,0.40,D,VS1,-,EX,VG,NON,,,6.64,4.15,2.41,58,57,None,GIA,THK to VTK,100%,Not brown,Not green,,-38.91%,586.46,1466.15,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/6365056572.pdf,,,African star (hk) ltd,HK,Y,f6e0efcb-9b29-42a6-9721-b7322986b542,,,
225,EH3-143,6361099258,ROUND,1.02,H,I1,VG,VG,VG,NON,,,6.33,6.36,4.02,63.3,57,None,GIA,STK to THK,100%,Not brown,Not green,,-42.00%,2188.92,2146.00,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/6361099258.pdf,,,African star (hk) ltd,HK,Y,f6e0efcb-9b29-42a6-9721-b7322986b542,,,
226,EJ-2,7363099909,HEART,3.18,I,VVS2,-,EX,EX,NON,,,9.06,10.38,5.92,57,60,None,GIA,MED to STK,100%,Not brown,Not green,,-25.00%,34582.50,10875.00,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/7363099909.pdf,,,African star (hk) ltd,HK,Y,f6e0efcb-9b29-42a6-9721-b7322986b542,,,
227,SDBA2,5276340214,HEART,2.07,F,SI2,-,VG,EX,NON,,,8.10,8.60,5.11,59.5,60,NON,GIA,THK to VTK,,,,,-31.91%,11980.44,5787.65,,,,,,,African star (hk) ltd,HK,Y,f6e0efcb-9b29-42a6-9721-b7322986b542,,,
228,SDZM-1-8,6322065251,HEART,1.82,D,VVS2,-,EX,EX,NON,,,7.36,8.49,5.01,59,60,None,GIA,MED to VTK,100%,,,,-14.91%,19048.25,10466.07,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/6322065251.pdf,,,African star (hk) ltd,HK,Y,f6e0efcb-9b29-42a6-9721-b7322986b542,,,
229,SDZS-1-2,1323758195,ROUND,2.00,F,I1,VG,VG,VG,FNT,,,7.87,7.9,5.03,63.8,57,None,GIA,MED to THK,,,,,-17.91%,10014.98,5007.49,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/1323758195.pdf,,,African star (hk) ltd,HK,Y,f6e0efcb-9b29-42a6-9721-b7322986b542,,,
230,SDZM-2-4,1329001224,ROUND,3.01,I,I1,VG,EX,VG,NON,,,9.05,9.16,5.87,64.4,58,None,GIA,MED to STK,,,,,-7.91%,16631.45,5525.40,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/1329001224.pdf,,,African star (hk) ltd,HK,Y,f6e0efcb-9b29-42a6-9721-b7322986b542,,,
231,SDGA1-1,2358343974,EMERALD,5.09,F,IF,-,EX,EX,NON,,,11.22,8.1,5.62,69.4,67,None,GIA,MED to STK,100%,,,,-36.91%,168592.25,33122.25,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/2358343974.pdf,,,African star (hk) ltd,HK,Y,f6e0efcb-9b29-42a6-9721-b7322986b542,,,
232,SDFA1-1,5353122279,HEART,5.02,D,VS1,-,EX,EX,NON,,,10.34,11.79,7.23,61.3,59,None,GIA,STK to VTK,100%,,,,-27.91%,191802.65,38207.70,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/5353122279.pdf,,,African star (hk) ltd,HK,Y,f6e0efcb-9b29-42a6-9721-b7322986b542,,,
233,SDCC1-3,7356510187,PEAR,3.05,I,IF,-,EX,EX,NON,,,13.19,8.34,5,60,61,None,GIA,MED to THK,100%,,,,-27.91%,36279.29,11894.85,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/7356510187.pdf,,,African star (hk) ltd,HK,Y,f6e0efcb-9b29-42a6-9721-b7322986b542,,,
234,A1903,2203849112,PEAR,5.01,E,VS2,-,EX,VG,FNT,,,14.43,8.35,5.61,67.2,62,None,GIA,VTK to ETK,100%,Not brown,Not green,,-39.91%,123430.87,24636.90,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/2203849112.pdf,,,African star (hk) ltd,HK,Y,f6e0efcb-9b29-42a6-9721-b7322986b542,,,
235,EH1-21,1353226807,ROUND,0.70,I,VS1,VG,EX,EX,FNT,,,5.63,5.66,3.57,63.2,56,None,GIA,VTN to STK,100%,Not brown,Not green,,-46.00%,1323.00,1890.00,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/1353226807.pdf,,,African star (hk) ltd,HK,Y,f6e0efcb-9b29-42a6-9721-b7322986b542,,,
236,EH3-61,1359678102,ROUND,0.42,Very Light Yellow-Green,VVS2,GD,EX,EX,NON,,,4.76,4.79,3,62.9,57,None,GIA,STK,100%,,,,0.00%,645.46,1536.81,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/1359678102.pdf,,,African star (hk) ltd,,Y,f6e0efcb-9b29-42a6-9721-b7322986b542,,,
237,EH3-112A,1367002837,ROUND,0.31,H,SI1,EX,EX,EX,FNT,,,4.36,4.39,2.67,61,58,None,GIA,THN to MED,100%,Not brown,Not green,,-32.00%,337.28,1088.00,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/1367002837.pdf,,,African star (hk) ltd,HK,Y,f6e0efcb-9b29-42a6-9721-b7322986b542,,,
238,EH3-81B,1367002975,ROUND,0.30,K,VS2,VG,VG,VG,FNT,,,4.26,4.29,2.66,62.2,57,None,GIA,MED to STK,100%,Not brown,Not green,,-46.00%,210.60,702.00,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/1367002975.pdf,,,African star (hk) ltd,HK,Y,f6e0efcb-9b29-42a6-9721-b7322986b542,,,
239,EH3-100,1353982166,PEAR,0.90,K,SI2,-,EX,VG,NON,,,8.26,5.4,3.29,61,55,None,GIA,STK to THK,100%,Not brown,Not green,,-45.00%,1138.50,1265.00,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/1353982166.pdf,,,African star (hk) ltd,HK,Y,f6e0efcb-9b29-42a6-9721-b7322986b542,,,
240,EM1-30,1368146863,ROUND,1.50,K Faint Brown,I1,EX,EX,EX,STG,Blue,,7.27,7.31,4.59,63,56,None,GIA,MED to STK,100%,,,,-30.00%,3465.00,2310.00,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/1368146863.pdf,,,African star (hk) ltd,HK,Y,f6e0efcb-9b29-42a6-9721-b7322986b542,,,
241,EF3-8A,2356992877,MARQUISE,0.81,K Faint Brown,VVS2,-,EX,VG,MED,Blue,,10.06,4.83,2.74,56.9,59,None,GIA,VTK,100%,,,,-37.00%,969.57,1197.00,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/2356992877.pdf,,,African star (hk) ltd,HK,Y,f6e0efcb-9b29-42a6-9721-b7322986b542,,,
242,EH3-145,2364002884,ROUND,0.51,I,SI2,EX,EX,EX,NON,,,5.08,5.11,3.16,62,58,None,GIA,MED to STK,100%,Not brown,Not green,,-38.00%,664.02,1302.00,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/2364002884.pdf,,,African star (hk) ltd,HK,Y,f6e0efcb-9b29-42a6-9721-b7322986b542,,,
243,EH3-129A,1369002969,ROUND,0.32,E,SI2,EX,EX,EX,FNT,,,4.47,4.49,2.65,59.2,59,None,GIA,MED,100%,Not brown,Not green,,-38.00%,317.44,992.00,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/1369002969.pdf,,,African star (hk) ltd,HK,Y,f6e0efcb-9b29-42a6-9721-b7322986b542,,,
244,EH3-136,2366003406,PEAR,0.50,L Faint Brown,SI1,-,EX,G,NON,,,6.99,4.33,2.68,62,60,None,GIA,MED to ETK,100%,,,,-42.00%,348.00,696.00,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/2366003406.pdf,,,African star (hk) ltd,HK,Y,f6e0efcb-9b29-42a6-9721-b7322986b542,,,
245,EM1-3,2366145247,ROUND,1.03,E,SI2,EX,EX,EX,FNT,,,6.42,6.45,4.03,62.7,57,None,GIA,STK,100%,Not brown,Not green,,-42.00%,3703.88,3596.00,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/2366145247.pdf,,,African star (hk) ltd,HK,Y,f6e0efcb-9b29-42a6-9721-b7322986b542,,,
246,EH3-149,2367002533,ROUND,0.31,H,SI1,EX,EX,EX,NON,,,4.32,4.34,2.68,61.9,57,None,GIA,MED to STK,100%,Not brown,Not green,,-24.00%,376.96,1216.00,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/2367002533.pdf,,,African star (hk) ltd,HK,Y,f6e0efcb-9b29-42a6-9721-b7322986b542,,,
247,EM1-3A,2367147327,ROUND,0.71,E,SI1,EX,EX,EX,FNT,,,5.76,5.77,3.49,60.6,58,None,GIA,MED to STK,100%,Not brown,Not green,,-42.00%,1729.56,2436.00,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/2367147327.pdf,,,African star (hk) ltd,HK,Y,f6e0efcb-9b29-42a6-9721-b7322986b542,,,
248,EM1-21,2367145206,ROUND,1.00,F,SI2,EX,EX,EX,NON,,,6.32,6.36,4.02,63.4,56,None,GIA,MED to STK,100%,Not brown,Not green,,-39.00%,3599.00,3599.00,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/2367145206.pdf,,,African star (hk) ltd,HK,Y,f6e0efcb-9b29-42a6-9721-b7322986b542,,,
249,EH3-138,3365003352,ROUND,0.30,F,SI1,VG,VG,VG,FNT,,,4.22,4.27,2.62,61.8,62,None,GIA,STK to THK,100%,Not brown,Not green,,-43.00%,307.80,1026.00,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/3365003352.pdf,,,African star (hk) ltd,HK,Y,f6e0efcb-9b29-42a6-9721-b7322986b542,,,
250,EM1-11,5363145071,ROUND,1.00,H,SI1,EX,EX,EX,NON,,,6.35,6.4,3.99,62.6,58,None,GIA,MED to STK,100%,Not brown,Not green,,-32.00%,4284.00,4284.00,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/5363145071.pdf,,,African star (hk) ltd,HK,Y,f6e0efcb-9b29-42a6-9721-b7322986b542,,,
251,EM1-18,5363145050,ROUND,1.32,L,SI2,EX,EX,EX,FNT,,,7.03,7.06,4.31,61.1,59,None,GIA,MED to STK,100%,Not brown,Not green,,-30.00%,3049.20,2310.00,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/5363145050.pdf,,,African star (hk) ltd,HK,Y,f6e0efcb-9b29-42a6-9721-b7322986b542,,,
252,EM1-15,5363102080,ROUND,1.12,H,SI1,EX,EX,EX,NON,,,6.59,6.63,4.12,62.3,59,None,GIA,MED to STK,100%,Not brown,Not green,,-36.00%,4515.84,4032.00,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/5363102080.pdf,,,African star (hk) ltd,HK,Y,f6e0efcb-9b29-42a6-9721-b7322986b542,,,
253,EH3-58,5366003341,ROUND,0.33,J,VS2,EX,EX,EX,STG,Blue,,4.41,4.43,2.8,63.3,56,None,GIA,MED,100%,Not brown,Not green,,-44.00%,277.20,840.00,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/5366003341.pdf,,,African star (hk) ltd,HK,Y,f6e0efcb-9b29-42a6-9721-b7322986b542,,,
254,EH3-121,5366003410,ROUND,0.32,G,SI1,EX,EX,EX,STG,Blue,,4.36,4.38,2.72,62.3,58,None,GIA,MED to STK,100%,Not brown,Not green,,-43.00%,310.08,969.00,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/5366003410.pdf,,,African star (hk) ltd,HK,Y,f6e0efcb-9b29-42a6-9721-b7322986b542,,,
255,EH3-69B,6361002697,ROUND,0.32,K,VS2,VG,EX,EX,NON,,,4.34,4.38,2.75,63.2,56,None,GIA,MED to STK,100%,Not brown,Not green,,-42.00%,241.28,754.00,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/6361002697.pdf,,,African star (hk) ltd,HK,Y,f6e0efcb-9b29-42a6-9721-b7322986b542,,,
256,EH3-103,5366002865,ROUND,0.31,J,SI2,EX,EX,EX,NON,,,4.38,4.41,2.63,59.8,59,None,GIA,MED to STK,100%,Not brown,Not green,,-37.00%,253.89,819.00,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/5366002865.pdf,,,African star (hk) ltd,HK,Y,f6e0efcb-9b29-42a6-9721-b7322986b542,,,
257,EH3-87A,6361003316,ROUND,0.30,L,SI2,EX,VG,EX,STG,Blue,,4.3,4.32,2.62,60.7,58,None,GIA,STK,100%,Not brown,Not green,,-42.00%,156.60,522.00,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/6361003316.pdf,,,African star (hk) ltd,HK,Y,f6e0efcb-9b29-42a6-9721-b7322986b542,,,
258,EH2-2B,6362002981,ROUND,0.30,H,I1,EX,VG,VG,NON,,,4.27,4.3,2.66,62.1,58,None,GIA,MED to STK,100%,Not brown,Not green,,-25.00%,225.00,750.00,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/6362002981.pdf,,,African star (hk) ltd,HK,Y,f6e0efcb-9b29-42a6-9721-b7322986b542,,,
259,EH3-112,6362002824,ROUND,0.32,J,VS2,EX,EX,EX,FNT,,,4.37,4.4,2.74,62.5,59,None,GIA,MED to STK,100%,Not brown,Not green,,-41.00%,283.20,885.00,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/6362002824.pdf,,,African star (hk) ltd,HK,Y,f6e0efcb-9b29-42a6-9721-b7322986b542,,,
260,EH3-67A,7358789216,PEAR,0.51,I,SI2,-,EX,G,FNT,,,7.51,4.07,2.49,61.1,56,None,GIA,VTK to ETK,100%,Not brown,Not green,,-47.00%,432.48,848.00,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/7358789216.pdf,,,African star (hk) ltd,HK,Y,f6e0efcb-9b29-42a6-9721-b7322986b542,,,
261,EM1-20,6365145335,ROUND,1.00,H,SI1,EX,EX,EX,NON,,,6.41,6.43,3.97,61.8,58,None,GIA,STK,100%,Not brown,Not green,,-34.00%,4158.00,4158.00,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/6365145335.pdf,,,African star (hk) ltd,HK,Y,f6e0efcb-9b29-42a6-9721-b7322986b542,,,
262,EH3-148A,7361002914,OVAL,0.50,J,SI2,-,VG,G,MED,Blue,,5.99,4.49,2.64,58.8,59,None,GIA,VTK to ETK,100%,Not brown,Not green,,-45.00%,412.50,825.00,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/7361002914.pdf,,,African star (hk) ltd,HK,Y,f6e0efcb-9b29-42a6-9721-b7322986b542,,,
263,EL-3C,7361002483,PEAR,0.30,D,SI2,-,EX,VG,NON,,,6.1,3.79,2.12,56,62,None,GIA,THK to VTK,100%,Not brown,Not green,,-27.00%,328.50,1095.00,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/7361002483.pdf,,,African star (hk) ltd,HK,Y,f6e0efcb-9b29-42a6-9721-b7322986b542,,,
264,EM1-9,7368145053,ROUND,1.02,G,I1,EX,EX,EX,NON,,,6.48,6.5,3.95,60.8,60,None,GIA,MED to STK,100%,Not brown,Not green,,-31.00%,2744.82,2691.00,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/7368145053.pdf,,,African star (hk) ltd,HK,Y,f6e0efcb-9b29-42a6-9721-b7322986b542,,,
265,EH3-141,7368002490,ROUND,0.51,H,SI2,EX,EX,EX,NON,,,5.16,5.19,3.13,60.6,59,None,GIA,MED to STK,100%,Not brown,Not green,,-33.00%,785.91,1541.00,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/7368002490.pdf,,,African star (hk) ltd,HK,Y,f6e0efcb-9b29-42a6-9721-b7322986b542,,,
266,EM1-6A,7361145187,ROUND,1.00,H,SI1,EX,EX,EX,NON,,,6.48,6.5,3.9,60.1,58,None,GIA,MED,100%,Not brown,Not green,,-34.00%,4158.00,4158.00,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/7361145187.pdf,,,African star (hk) ltd,HK,Y,f6e0efcb-9b29-42a6-9721-b7322986b542,,,
267,EH3-68A,7368002933,ROUND,0.30,G,VS2,EX,EX,EX,NON,,,4.29,4.31,2.68,62.4,56,None,GIA,MED to STK,100%,Not brown,Not green,,-28.00%,453.60,1512.00,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/7368002933.pdf,,,African star (hk) ltd,HK,Y,f6e0efcb-9b29-42a6-9721-b7322986b542,,,
268,EH3-94A,7366002998,ROUND,0.31,E,VS2,EX,EX,EX,NON,,,4.34,4.36,2.68,61.7,59,None,GIA,STK,100%,Not brown,Not green,,-33.00%,477.71,1541.00,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/7366002998.pdf,,,African star (hk) ltd,HK,Y,f6e0efcb-9b29-42a6-9721-b7322986b542,,,
269,EM2-21,1369197122,ROUND,1.10,F,VVS2,EX,EX,EX,NON,,,6.63,6.65,4.06,61.2,60,None,GIA,STK,100%,Not brown,Not green,,-29.00%,7966.20,7242.00,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/1369197122.pdf,,,African star (hk) ltd,HK,Y,f6e0efcb-9b29-42a6-9721-b7322986b542,,,
270,EM2-8,2367196786,ROUND,1.00,J,VS2,EX,EX,EX,MED,Blue,,6.37,6.39,4.01,62.9,58,None,GIA,STK,100%,Not brown,Not green,,-41.00%,3127.00,3127.00,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/2367196786.pdf,,,African star (hk) ltd,HK,Y,f6e0efcb-9b29-42a6-9721-b7322986b542,,,
271,EM2-37,2367196789,ROUND,1.12,K,VS1,EX,EX,EX,VST,Blue,,6.65,6.68,4.09,61.3,59,None,GIA,MED to STK,100%,Not brown,Not green,,-45.00%,2710.40,2420.00,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/2367196789.pdf,,,African star (hk) ltd,HK,Y,f6e0efcb-9b29-42a6-9721-b7322986b542,,,
272,EM2-36,3365197211,ROUND,1.03,F,SI1,EX,EX,EX,FNT,,,6.48,6.51,3.95,60.8,59,None,GIA,MED to STK,100%,Not brown,Not green,,-38.00%,4661.78,4526.00,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/3365197211.pdf,,,African star (hk) ltd,HK,Y,f6e0efcb-9b29-42a6-9721-b7322986b542,,,
