ID,stock_id,ReportNo,shape,carats,col,clar,cut,pol,symm,flo,floCol,length,width,height,depth,table,culet,lab,girdle,eyeclean,brown,green,milky,actual_supplier,discount,price,price_per_carat,video,video_frames,image,pdf,mine_of_origin,canada_mark_eligble
12317,1903019,2327083042,ROUND,1.32,N,VS1,EX,EX,EX,FNT,,6.99,6.95,4.35,62.4,58,NON,GIA,43.5,100%,Not brown,Not green,Not milky,unknown,40.50%,2984.52,2261.00,https://nivoda-images.s3.amazonaws.com/aHR0cDovL3d3dy5tc3VyZXNoY28uY29tL21zZ19yZXBvcnQuYXNwP3BhY2tldF9ubz0xOTAzMDE5,256,http://www.msureshco.com/stock_images/1903019-GB.jpg,http://www.gia.edu/cs/Satellite?pagename=GST%2FDispatcher&childpagename=GIA%2FPage%2FReportCheck&c=Page&cid=1355954554547&reportno=2327083042,,
12318,617900101,6341183954,MARQUISE,1.33,D,SI1,-,EX,VG,NON,,11.36,5.65,3.60,63.6,61,NON,GIA,MED to THK,80%,Not brown,Not green,Not milky,unknown,-32.90%,5621.91,4227.00,https://nivoda-images.s3.amazonaws.com/aHR0cDovL3d3dy5wa3N0b25lLmNvLmluL3ZpZGVvLmFzcHg/dnN0cj02MTc5MDAxMDEmb3Y9dA==,199,http://www.pkstone.co.in/PK/bwcopy/617900101B.jpg,http://www.pkstone.co.in/PK/CERTI/6341183954.jpg,,
12319,613001001,5336713178,PEAR,1.33,D,VVS1,-,EX,EX,FNT,,9.69,6.22,3.78,60.8,58,NON,GIA,STK to THK,100%,Not brown,Not green,Not milky,unknown,-45.26%,8007.93,6021.00,https://nivoda-images.s3.amazonaws.com/aHR0cDovL3d3dy5wa3N0b25lLmNvLmluL3ZpZGVvLmFzcHg/dnN0cj02MTMwMDEwMDEmb3Y9dA==,199,http://www.pkstone.co.in/PK/bwcopy/613001001B.jpg,http://www.pkstone.co.in/PK/CERTI/5336713178.jpg,,
12320,850536,7326854725,ROUND,1.33,E,VVS2,EX,EX,EX,MED,B,7.03,6.99,4.36,62.20,57.00,NON,GIA,MED - STK,100%,,,,unknown,-38.48%,9573.51,7198.13,,,,true,,
12321,212900702,2346462680,RADIANT,1.33,L,VS1,-,EX,VG,FNT,,7.65,5.53,3.76,67.9,66,NON,GIA,STK to THK,100%,,,Not milky,unknown,-35.07%,2504.39,1883.00,,,http://www.pkstone.co.in/PK/bwcopy/212900702B.jpg,http://www.pkstone.co.in/PK/CERTI/2346462680.jpg,,
12322,C4671,6321837570,ROUND,1.33,G,SI1,EX,EX,EX,NON,,7.06,7.04,4.39,62.3,58,NON,GIA,MED to STK,100%,Not brown,Not green,Not milky,unknown,-31.11%,6780.15,5097.86,,,http://www.bbipinexport.com/diamondimage/Realimage/C4671.jpg,http://www.bbipinexport.com/diamondimage/certiimage/gia/C4671.pdf,,
12323,68J1-13,1343625316,ROUND,1.33,L,VS1,EX,EX,EX,FNT,,7.04,7.01,4.34,61.8,58,NON,GIA,MED to STK,100%,Not brown,,Not milky,unknown,-28.00%,4117.68,3096.00,,,https://www.kbstone.in/files/Dia%20Image/newvideos/imaged/68J1-13/still.jpg,https://www.kbstone.in/files/Dia%20Image/imges/cert/68J1-13.pdf,,
12324,36J-10,6322876283,ROUND,1.33,G,VS2,EX,EX,EX,MED,Blue,7.07,7.02,4.41,62.7,57,NON,GIA,MED,,Not brown,,Not milky,unknown,-35.00%,7175.35,5395.00,,,https://www.kbstone.in/files/Dia%20Image/newvideos/imaged/36J-10/still.jpg,https://www.kbstone.in/files/Dia%20Image/imges/cert/36J-10.pdf,,
12325,6NK1-18,400943667,ROUND,1.33,J,VVS1,EX,EX,EX,NON,,6.97,7.02,4.38,,55.50,,IGI,,100%,Not brown,,Not milky,unknown,-37.00%,5111.19,3843.00,,,https://www.kbstone.in/files/Dia%20Image/newvideos/imaged/6NK1-18/still.jpg,https://www.kbstone.in/files/Dia%20Image/imges/cert/6NK1-18.pdf,,
12326,1985999,6342304377,ROUND,1.33,D,FL,EX,EX,EX,NON,,7.12,7.08,4.37,61.5,56,NON,GIA,44,100%,Not brown,Not green,Not milky,unknown,29.00%,16997.40,12780.00,https://nivoda-images.s3.amazonaws.com/aHR0cDovL3d3dy5tc3VyZXNoY28uY29tL21zZ19yZXBvcnQuYXNwP3BhY2tldF9ubz0xOTg1OTk5,256,http://www.msureshco.com/stock_images/1985999-GB.jpg,http://www.gia.edu/cs/Satellite?pagename=GST%2FDispatcher&childpagename=GIA%2FPage%2FReportCheck&c=Page&cid=1355954554547&reportno=6342304377,,
12327,50J2-19,7338603651,ROUND,1.33,L,SI1,EX,EX,EX,MED,Blue,7.06,7.03,4.34,61.6,58,NON,GIA,MED to STK,,Not brown,,Not milky,unknown,-32.00%,3436.72,2584.00,,,https://www.kbstone.in/files/Dia%20Image/newvideos/imaged/50J2-19/still.jpg,https://www.kbstone.in/files/Dia%20Image/imges/cert/50J2-19.pdf,,
12328,64J1-21,2346336956,ROUND,1.33,N,SI1,EX,EX,EX,NON,,7.03,7.00,4.38,62.4,57,NON,GIA,THN to STK,,Not brown,,Not milky,unknown,-33.00%,3029.74,2278.00,,,https://www.kbstone.in/files/Dia%20Image/newvideos/imaged/64J1-21/still.jpg,https://www.kbstone.in/files/Dia%20Image/imges/cert/64J1-21.pdf,,
12329,68183-IH,384957515,ROUND,1.34,L,VVS2,EX,EX,VG,NON,,7.17,7.13,4.33,60.60,56.00,,IGI,MEDIUM (FACETED),100%,,,,unknown,-42.50%,3467.25,2587.50,,,http://220.158.137.43/imaged/68183/still.jpg,true,,
12330,162803501,6332243725,ROUND,1.34,,I2,GD,EX,VG,NON,,6.77,6.88,4.42,64.7,57,,GIA,Thick,50%,Not brown,Not green,Not milky,unknown,0.00%,1372.16,1024.00,,,http://www.pkstone.co.in/PK/bwcopy/162803501B.jpg,http://www.pkstone.co.in/PK/CERTI/6332243725.jpg,,
12331,624300701,2347763513,ROUND,1.35,N,VS2,EX,EX,EX,NON,,7.05,7.00,4.42,63.0,56,NON,GIA,MED to STK,100%,,,Not milky,unknown,-37.33%,3045.60,2256.00,,,http://www.pkstone.co.in/PK/bwcopy/624300701B.jpg,http://www.pkstone.co.in/PK/CERTI/2347763513.jpg,,
12332,91H-2,2304258456,ROUND,1.35,D,SI1,EX,EX,EX,MED,,7.03,7.08,4.4,,58.00,,GIA,,,Not brown,,Not milky,unknown,-35.00%,7546.50,5590.00,,,https://www.kbstone.in/files/Dia%20Image/newvideos/imaged/91H-2/still.jpg,https://www.kbstone.in/files/Dia%20Image/imges/cert/91H-2.pdf,,
12333,AL1K29AAA,314808702,ROUND,1.35,M,VVS1,EX,EX,EX,NON,,7.03,7.08,4.39,62.2,57,,IGI,,100%,Not brown,,,unknown,-37.00%,3487.05,2583.00,,,http://www.mihirgems.com/admin/Images_Stone/AL1K29AAA.jpg,,,
12334,71J1-19,2346904650,ROUND,1.35,J,VS2,EX,EX,EX,NON,,7.07,7.02,4.42,62.7,59,NON,GIA,MED to STK,,Not brown,,Not milky,unknown,-30.00%,5386.50,3990.00,,,https://www.kbstone.in/files/Dia%20Image/newvideos/imaged/71J1-19/still.jpg,,,
12335,6J6-1,6315204920,OVAL,1.35,,VS1,-,EX,GD,FNT,,7.23,5.63,3.94,,55.00,,GIA,,100%,Not brown,,Not milky,unknown,-0.70%,3126.74,2316.10,,,https://www.kbstone.in/files/Dia%20Image/newvideos/imaged/6J6-1/still.jpg,https://www.kbstone.in/files/Dia%20Image/imges/cert/6J6-1.pdf,,
12336,1907845,6322804191,ROUND,1.35,N,VS2,EX,EX,EX,NON,,7.04,7,4.43,63.1,56,NON,GIA,43.5,,Not brown,Not green,Not milky,unknown,39.00%,2964.60,2196.00,,,http://www.msureshco.com/stock_images/1907845-GB.jpg,http://www.gia.edu/cs/Satellite?pagename=GST%2FDispatcher&childpagename=GIA%2FPage%2FReportCheck&c=Page&cid=1355954554547&reportno=6322804191,,
12337,65J1-23,1345523606,ROUND,1.36,K,SI1,EX,EX,EX,FNT,,7.21,7.19,4.31,59.8,59,NON,GIA,MED to STK,,Not brown,,Not milky,unknown,-27.00%,4269.04,3139.00,,,https://www.kbstone.in/files/Dia%20Image/newvideos/imaged/65J1-23/still.jpg,https://www.kbstone.in/files/Dia%20Image/imges/cert/65J1-23.pdf,,
12338,271359,6252817231,ROUND,1.36,J,SI2,EX,EX,EX,STG,Blue,7.09,7.06,4.38,62.0,59,NON,GIA,MED to STK,,Not brown,Not green,,unknown,-36.63%,4137.12,3042.00,,,,true,,
12339,52899-GH,5316838594,ROUND,1.36,M,SI2,EX,EX,EX,NON,,7.07,7.06,4.42,62.50,56.00,NON,GIA,STK,,Not brown,,,unknown,-43.50%,2305.20,1695.00,,,http://220.158.137.43/imaged/52899/still.jpg,true,,
12340,186723,6302107052,ROUND,1.36,L,VVS2,EX,EX,EX,MED,Blue,7.11,7.08,4.40,61.9,58,NON,GIA,MED to STK,100%,Not brown,Not green,,unknown,-29.80%,4296.24,3159.00,,,,true,,
12341,99g3-16,6251494794,CUSHION BRILLIANT,1.36,,SI1,-,EX,GD,NON,,6.46,5.82,4.01,,59.00,,GIA,,,Not brown,,Not milky,unknown,-1.52%,2899.41,2131.92,,,https://www.kbstone.in/files/Dia%20Image/newvideos/imaged/99g3-16/still.jpg,https://www.kbstone.in/files/Dia%20Image/imges/cert/99g3-16.pdf,,
12342,207108,7268311703,ROUND,1.37,H,I2,EX,EX,EX,NON,,7.18,7.15,4.35,60.8,61,NON,GIA,MED to STK,,Not brown,Not green,,unknown,-18.10%,2580.67,1883.70,,,,true,,
12343,77H3-2,1309139057,CUSHION BRILLIANT,1.37,,VS1,-,EX,GD,NON,,6.23,6.16,4.06,,58.00,,GIA,,100%,Not brown,,Not milky,unknown,-0.70%,3173.06,2316.10,,,https://www.kbstone.in/files/Dia%20Image/newvideos/imaged/77H3-2/still.jpg,https://www.kbstone.in/files/Dia%20Image/imges/cert/77H3-2.pdf,,
12344,681483,1265090191,ROUND,1.37,F,VS2,EX,EX,EX,NON,,7.10,7.08,4.42,62.3,57,NON,GIA,MED to STK,,Not brown,Not green,,unknown,-27.85%,8896.10,6493.50,,,,true,,
12345,771001,2336340043,ROUND,1.38,M,VVS1,EX,EX,EX,FNT,,7.12,7.08,4.43,62.4,57,NON,GIA,MED to STK,100%,Not brown,Not green,,unknown,-28.60%,4039.77,2927.37,,,,true,,
12346,622704701,7343791360,ROUND,1.38,L,VS1,EX,EX,EX,FNT,,7.22,7.24,4.35,60.1,58,,GIA,Slight Thick,100%,,,Not milky,unknown,-25.95%,4393.92,3184.00,,,http://www.pkstone.co.in/PK/bwcopy/622704701B.jpg,,,
12347,600203601,384927548,MARQUISE,1.40,F,SI2,-,EX,EX,FNT,,12.02,5.67,3.55,62.6,57,,IGI,Slight Thick,80%,Light Brown,,Not milky,unknown,-49.78%,3515.40,2511.00,,,http://www.pkstone.co.in/PK/bwcopy/600203601B.jpg,http://www.pkstone.co.in/PK/CERTI/7318671685.jpg,,
12348,72H1-60,7282564585,ROUND,1.40,M,VS1,VG,EX,VG,NON,,7.07,7.12,4.5,,56.00,,GIA,,100%,Not brown,,Not milky,unknown,-29.00%,3777.20,2698.00,,,https://www.kbstone.in/files/Dia%20Image/newvideos/imaged/72H1-60/still.jpg,https://www.kbstone.in/files/Dia%20Image/imges/cert/72H1-60.pdf,,
12349,47J2-7,6332442695,ROUND,1.40,K,SI1,EX,EX,EX,FNT,,7.13,7.08,4.47,62.9,56,NON,GIA,MED to STK,,Not brown,,Not milky,unknown,-27.00%,4394.60,3139.00,,,https://www.kbstone.in/files/Dia%20Image/newvideos/imaged/47J2-7/still.jpg,https://www.kbstone.in/files/Dia%20Image/imges/cert/47J2-7.pdf,,
12350,54351-GJJ,3325018682,EMERALD,1.40,M,VS1,-,EX,GD,MED,,7.22,5.32,3.72,70.10,60.00,NON,GIA,VTK,100%,,,,unknown,-43.00%,1835.40,1311.00,,,http://220.158.137.43/imaged/54351/still.jpg,true,,
12351,66J-13,7346794600,ROUND,1.41,F,SI1,EX,EX,EX,NON,,7.14,7.18,4.42,,58.00,,GIA,,,Not brown,,Not milky,unknown,-24.00%,8465.64,6004.00,,,https://www.kbstone.in/files/Dia%20Image/newvideos/imaged/66J-13/still.jpg,https://www.kbstone.in/files/Dia%20Image/imges/cert/66J-13.pdf,,
12352,CN1K84B,355929540,ROUND,1.41,M,VS2,EX,EX,EX,NON,,7.14,7.17,4.43,61.9,60,,IGI,,,Not brown,,,unknown,-36.00%,3248.64,2304.00,,,https://up.diacam360.com/scan/ec68_295793,,,
12353,72H1-47,7288308662,ROUND,1.42,M,VVS2,VG,EX,VG,NON,,7.01,7.09,4.44,,57.00,,GIA,,100%,Not brown,,Not milky,unknown,-28.00%,3987.36,2808.00,,,https://www.kbstone.in/files/Dia%20Image/newvideos/imaged/72H1-47/still.jpg,https://www.kbstone.in/files/Dia%20Image/imges/cert/72H1-47.pdf,,
12354,604800102,6331771100,ROUND,1.44,Fancy Gray,I2,GD,VG,VG,NON,,7.16,7.05,4.54,63.9,53,NON,GIA,THN to THK,,Light Brown,,Not milky,unknown,0.00%,1474.56,1024.00,,,http://www.pkstone.co.in/PK/bwcopy/604800102B.jpg,http://www.pkstone.co.in/PK/CERTI/6331771100.jpg,,
12355,BP1K31AAA,337831897,ROUND,1.46,M,VS1,EX,EX,EX,VSL,,7.21,7.24,4.49,62.2,61.5,,IGI,,100%,Not brown,,,unknown,-34.00%,3661.68,2508.00,,,http://www.mihirgems.com/admin/Images_Stone/BP1K31AAA.jpg,,,
12356,563673,2318719041,EMERALD,1.46,J,SI1,-,VG,EX,NON,,7.47,5.51,3.50,63.6,63,NON,GIA,THK to VTK,,Not brown,Not green,,unknown,-30.78%,3739.54,2561.33,,,,true,,
12357,620800301,7343522622,ROUND,1.49,L,SI1,VG,EX,VG,NON,,7.24,7.14,4.46,62.0,59,NON,GIA,STK to THK,100%,,,Not milky,unknown,-29.03%,4018.53,2697.00,,,http://www.pkstone.co.in/PK/bwcopy/620800301B.jpg,http://www.pkstone.co.in/PK/CERTI/7343522622.jpg,,
12358,609602801,1339250304,ROUND,1.50,I,I3,VG,EX,GD,NON,,6.94,7.17,4.61,65.3,58,,GIA,Thick,50%,Not brown,Not green,Not milky,unknown,-27.40%,1633.50,1089.00,,,http://www.pkstone.co.in/PK/bwcopy/609602801B.jpg,http://www.pkstone.co.in/PK/CERTI/1339250304.jpg,,
12359,8J-5,2314719306,ROUND,1.50,D,VVS1,EX,EX,EX,MED,,7.36,7.42,4.54,,54.00,,GIA,,100%,Not brown,,Not milky,unknown,-51.00%,14847.00,9898.00,,,https://www.kbstone.in/files/Dia%20Image/newvideos/imaged/8J-5/still.jpg,https://www.kbstone.in/files/Dia%20Image/imges/cert/8J-5.pdf,,
12360,624506401,6342871858,ROUND,1.50,I,SI2,GD,VG,VG,FNT,,7.18,7.07,4.59,64.4,55,NON,GIA,MED to THK,80%,Not brown,Not green,Not milky,unknown,-51.44%,4807.50,3205.00,,,http://www.pkstone.co.in/PK/bwcopy/624506401B.jpg,,,
12361,649856,2336823803,ROUND,1.50,I,SI2,VG,VG,EX,NON,,7.17,7.12,4.62,64.6,58,NON,GIA,STK to THK,,Not brown,Not green,,unknown,-38.55%,6083.97,4055.98,,,,true,,
12362,407204,6345142760,ROUND,1.50,G,SI2,VG,EX,EX,NON,,7.22,7.17,4.59,63.8,56,NON,GIA,MED to THK,,Not brown,Not green,,unknown,-38.78%,6887.28,4591.52,,,,true,,
12363,624504101,6345839252,ROUND,1.50,M,SI2,VG,EX,GD,FNT,,7.15,7.00,4.58,64.7,57,NON,GIA,THN to THK,80%,,,Not milky,unknown,-45.19%,2959.50,1973.00,,,http://www.pkstone.co.in/PK/bwcopy/624504101B.jpg,http://www.pkstone.co.in/PK/CERTI/6345839252.jpg,,
12364,53J-4A1,7338858979,ROUND,1.50,H,SI1,EX,EX,EX,NON,,7.35,7.31,4.58,62.5,57,NON,GIA,MED to STK,,Not brown,,Not milky,unknown,-31.00%,9211.50,6141.00,,,https://www.kbstone.in/files/Dia%20Image/newvideos/imaged/53J-4A1/still.jpg,https://www.kbstone.in/files/Dia%20Image/imges/cert/53J-4A1.pdf,,
12365,623901201,6345764665,ROUND,1.50,N,VS2,VG,EX,VG,FNT,,7.17,7.09,4.59,64.4,55,NON,GIA,STK to THK,100%,,,Not milky,unknown,-43.45%,3393.00,2262.00,https://nivoda-images.s3.amazonaws.com/aHR0cDovL3d3dy5wa3N0b25lLmNvLmluL3ZpZGVvLmFzcHg/dnN0cj02MjM5MDEyMDEmb3Y9dA==,199,http://www.pkstone.co.in/PK/bwcopy/623901201B.jpg,http://www.pkstone.co.in/PK/CERTI/6345764665.jpg,,
12366,624702601,3345853583,ROUND,1.50,H,VS2,VG,EX,GD,FNT,,7.05,7.19,4.59,64.5,59,,GIA,Thick,100%,Not brown,Not green,Not milky,unknown,-44.77%,7788.00,5192.00,,,http://www.pkstone.co.in/PK/bwcopy/624702601B.jpg,http://www.pkstone.co.in/PK/CERTI/3345853583.jpg,,
12367,622202201,6341763766,ROUND,1.50,N,SI1,VG,VG,VG,STG,Blue,7.16,7.10,4.58,64.3,57,NON,GIA,STK to THK,100%,,,Not milky,unknown,-53.16%,2670.00,1780.00,https://nivoda-images.s3.amazonaws.com/aHR0cDovL3d3dy5wa3N0b25lLmNvLmluL3ZpZGVvLmFzcHg/dnN0cj02MjIyMDIyMDEmb3Y9dA==,199,http://www.pkstone.co.in/PK/bwcopy/622202201B.jpg,http://www.pkstone.co.in/PK/CERTI/6341763766.jpg,,
12368,623501501,6342732741,PRINCESS,1.50,H,SI2,-,EX,EX,NON,,6.28,6.29,4.63,73.7,71,,GIA,Thick,100%,Not brown,Not green,Not milky,unknown,-46.44%,4981.50,3321.00,,,http://www.pkstone.co.in/PK/bwcopy/623501501B.jpg,http://www.pkstone.co.in/PK/CERTI/6342732741.jpg,,
12369,173901001,2185671583,CUSHION MODIFIED,1.50,Fancy Vivid Yellow,I2,-,EX,VG,NON,,6.41,5.96,4.30,72.2,53,NON,GIA,ETK,,Mixed Tinge,,Not milky,unknown,0.00%,6190.50,4127.00,https://nivoda-images.s3.amazonaws.com/aHR0cDovL3d3dy5wa3N0b25lLmNvLmluL3ZpZGVvLmFzcHg/dnN0cj0xNzM5MDEwMDEmb3Y9dA==,67,http://www.pkstone.co.in/PK/bwcopy/173901001B.jpg,http://www.pkstone.co.in/PK/CERTI/2185671583.jpg,,
12370,796049,5336164650,ROUND,1.50,I,VS1,VG,EX,EX,NON,,7.29,7.23,4.49,61.8,61,NON,GIA,MED to STK,100%,Not brown,Not green,,unknown,-36.13%,7856.28,5237.52,,,,true,,
12371,623202101,6345703412,ROUND,1.50,F,VS1,VG,VG,GD,STG,Blue,7.17,6.97,4.59,64.9,57,NON,GIA,MED to THK,100%,Not brown,Not green,Not milky,unknown,-59.16%,8025.00,5350.00,,,http://www.pkstone.co.in/PK/bwcopy/623202101B.jpg,http://www.pkstone.co.in/PK/CERTI/6345703412.jpg,,
12372,622602401,2346587080,ROUND,1.50,M,VVS2,VG,EX,EX,STG,Blue,7.38,7.34,4.50,61.1,61,NON,GIA,VTN to STK,100%,,,Not milky,unknown,-44.50%,3663.00,2442.00,,,http://www.pkstone.co.in/PK/bwcopy/622602401B.jpg,http://www.pkstone.co.in/PK/CERTI/2346587080.jpg,,
12373,622202801,7342568331,ROUND,1.50,L,VS1,VG,VG,GD,NON,,7.13,7.02,4.59,64.9,57,NON,GIA,MED to THK,100%,Light Brown,,Not milky,unknown,-41.61%,4291.50,2861.00,,,http://www.pkstone.co.in/PK/bwcopy/622202801B.jpg,http://www.pkstone.co.in/PK/CERTI/7342568331.jpg,,
12374,200545-GC,6345271301,OVAL,1.50,G,SI2,-,VG,GD,FNT,,8.31,6.23,4.26,68.4,61,NON,GIA,THK to VTK,,,,,unknown,-35.00%,6337.50,4225.00,,,http://220.158.137.43/imaged/200545/still.jpg,true,,
12375,18J1-12A1,1328293145,ROUND,1.50,E,SI1,EX,EX,VG,MED,Blue,7.32,7.28,4.56,62.4,55,NON,GIA,MED to STK,,Not brown,,Not milky,unknown,-47.00%,8347.50,5565.00,,,https://www.kbstone.in/files/Dia%20Image/newvideos/imaged/18J1-12A1/still.jpg,https://www.kbstone.in/files/Dia%20Image/imges/cert/18J1-12A1.pdf,,
12376,47J1-44,6332297334,ROUND,1.50,D,VVS2,EX,EX,EX,NON,,7.31,7.28,4.57,62.7,56,NON,GIA,MED to STK,100%,Not brown,,Not milky,unknown,-38.00%,16089.00,10726.00,,,https://www.kbstone.in/files/Dia%20Image/newvideos/imaged/47J1-44/still.jpg,https://www.kbstone.in/files/Dia%20Image/imges/cert/47J1-44.pdf,,
12377,60-GC,6311144558,CUSHION MODIFIED,1.50,Fancy Yellow,SI2,-,EX,VG,MED,Blue,6.55,6.06,4.14,68.3,54,NON,GIA,VTK to ETK,,,,,unknown,0.00%,2842.50,1895.00,,,http://220.158.137.43/imaged/60/still.jpg,true,,
12378,617403601,6342003374,ROUND,1.50,K,SI1,EX,EX,VG,NON,,7.32,7.25,4.54,62.4,60,NON,GIA,MED to STK,100%,,,Very Light Milky,unknown,-39.63%,4708.50,3139.00,https://nivoda-images.s3.amazonaws.com/aHR0cDovL3d3dy5wa3N0b25lLmNvLmluL3ZpZGVvLmFzcHg/dnN0cj02MTc0MDM2MDEmb3Y9dA==,199,http://www.pkstone.co.in/PK/bwcopy/617403601B.jpg,http://www.pkstone.co.in/PK/CERTI/6342003374.jpg,,
12379,653884,1323023466,ROUND,1.50,N,SI1,EX,EX,EX,MED,Blue,7.32,7.29,4.55,62.3,57,NON,GIA,THN to STK,,Not brown,Not green,,unknown,-39.73%,3435.64,2290.43,,,,true,,
12380,54581-GC,2324186551,OVAL,1.50,,SI2,-,VG,GD,FNT,,7.53,6.07,4.05,66.70,62.00,NON,GIA,ETK,,,,,unknown,0.00%,2707.50,1805.00,,,http://220.158.137.43/imaged/54581/still.jpg,true,,
12381,213201001,3345838229,ROUND,1.50,N,IF,EX,EX,EX,FNT,,7.31,7.26,4.53,62.1,59,NON,GIA,MED to STK,100%,,,Not milky,unknown,-40.25%,4302.00,2868.00,,,http://www.pkstone.co.in/PK/bwcopy/213201001B.jpg,http://www.pkstone.co.in/PK/CERTI/3345838229.jpg,,
12382,624500201,5346838276,ROUND,1.50,I,VS2,EX,EX,EX,VST,,7.31,7.37,4.51,61.4,59,,GIA,Slight Thick,100%,Not brown,Not green,Not milky,unknown,-45.18%,6496.50,4331.00,,,http://www.pkstone.co.in/PK/bwcopy/624500201B.jpg,http://www.pkstone.co.in/PK/CERTI/5346838276.jpg,,
12383,49J-3,6335655054,EMERALD,1.50,D,SI1,-,VG,VG,STG,Blue,7.68,5.68,3.51,61.7,69,NON,GIA,MED to THK,,Not brown,,Not milky,unknown,-56.00%,5874.00,3916.00,,,https://www.kbstone.in/files/Dia%20Image/newvideos/imaged/49J-3/still.jpg,https://www.kbstone.in/files/Dia%20Image/imges/cert/49J-3.pdf,,
12384,536935,6302292248,ROUND,1.50,N,I1,EX,EX,EX,FNT,,7.35,7.30,4.54,62.0,57,NON,GIA,MED to STK,,Not brown,Not green,,unknown,-30.78%,2907.45,1938.30,,,,true,,
12385,624401501,6345872997,ROUND,1.50,G,VS2,GD,EX,VG,STG,Blue,7.00,6.89,4.64,66.8,59,NON,GIA,THK to VTK,100%,Not brown,Not green,Not milky,unknown,-57.00%,6966.00,4644.00,,,http://www.pkstone.co.in/PK/bwcopy/624401501B.jpg,,,
12386,419589,6292257424,ROUND,1.50,F,I1,VG,VG,EX,MED,Blue,7.26,7.23,4.53,62.5,58,NON,GIA,THN to THK,,Not brown,Not green,,unknown,-34.68%,4899.38,3266.25,,,,true,,
12387,660361,5263559447,ROUND,1.50,F,I1,VG,VG,VG,NON,,7.24,7.20,4.59,63.5,59,NON,GIA,THN to STK,,Not brown,Not green,,unknown,-45.40%,4095.00,2730.00,,,,true,,
12388,615602001,6332739417,RADIANT,1.50,M,SI1,-,EX,EX,FNT,,7.28,5.74,4.02,69.9,64,NON,GIA,VTK,100%,,,Not milky,unknown,-43.35%,2209.50,1473.00,https://nivoda-images.s3.amazonaws.com/aHR0cDovL3d3dy5wa3N0b25lLmNvLmluL3ZpZGVvLmFzcHg/dnN0cj02MTU2MDIwMDEmb3Y9dA==,199,http://www.pkstone.co.in/PK/bwcopy/615602001B.jpg,http://www.pkstone.co.in/PK/CERTI/6332739417.jpg,,
12389,B0512,6335176464,ROUND,1.50,H,SI1,EX,EX,EX,FNT,,7.38,7.35,4.56,62.0,53,NON,GIA,MED to STK,100%,Not brown,Not green,Not milky,unknown,-36.76%,8442.54,5628.36,,,http://www.bbipinexport.com/diamondimage/Realimage/B0512.jpg,http://www.bbipinexport.com/diamondimage/certiimage/gia/B0512.pdf,,
12390,462284,2196778986,ROUND,1.50,Fancy Dark Yellowish Brown,I1,GD,VG,VG,NON,,7.23,7.20,4.41,61.2,65,NON,GIA,STK to VTK,,Brown,Green,,unknown,-51.25%,2047.50,1365.00,,,,true,,
12391,B0544,1335771807,PEAR,1.50,E,SI1,-,VG,VG,NON,,10.30,6.23,3.92,62.90,63.00,NON,GIA,THICK EXTREMLY THICK,100%,Not brown,Not green,Not milky,unknown,-31.09%,8992.75,5995.17,,,http://ozonediam.com/Account/DNAPage?packetno=BB0544,http://s3.amazonaws.com/rap.certs/Gia/Certificates/2019/10/3/1335771807.pdf,,
12392,621800301,7343664975,ROUND,1.50,M,SI1,VG,EX,VG,MED,Blue,7.32,7.22,4.56,62.7,60,NON,GIA,VTN to STK,100%,,,Not milky,unknown,-48.95%,2910.00,1940.00,,,http://www.pkstone.co.in/PK/bwcopy/621800301B.jpg,http://www.pkstone.co.in/PK/CERTI/7343664975.jpg,,
12393,623601001,1348900425,ROUND,1.50,L,SI1,VG,EX,VG,NON,,7.15,7.25,4.63,64.4,55,,GIA,Thick,100%,,,Not milky,unknown,-38.59%,4053.00,2702.00,,,http://www.pkstone.co.in/PK/bwcopy/623601001B.jpg,,,
12394,200486-GC,6342231096,ROUND,1.50,I,SI1,VG,VG,GD,NON,,7.39,7.31,4.40,59.9,63,NON,GIA,STK to THK,,,,,unknown,-45.50%,6294.75,4196.50,,,http://220.158.137.43/imaged/200486/still.jpg,true,,
12395,6J1-13,6311249440,ROUND,1.50,D,VS2,VG,EX,VG,FNT,,7.11,7.18,4.6,,56.00,,GIA,,,Not brown,,Not milky,unknown,-49.00%,10557.00,7038.00,,,https://www.kbstone.in/files/Dia%20Image/newvideos/imaged/6J1-13/still.jpg,https://www.kbstone.in/files/Dia%20Image/imges/cert/6J1-13.pdf,,
12396,58J1-43,2344062181,ROUND,1.50,G,SI1,VG,EX,VG,MED,Blue,7.29,7.21,4.48,61.9,58,NON,GIA,STK to THK,,Not brown,,Not milky,unknown,-43.00%,8122.50,5415.00,,,https://www.kbstone.in/files/Dia%20Image/newvideos/imaged/58J1-43/still.jpg,https://www.kbstone.in/files/Dia%20Image/imges/cert/58J1-43.pdf,,
12397,69891-II,407973021,ROUND,1.50,K,SI1,GD,EX,GD,NON,,6.96,7.05,4.67,66.50,55.00,,IGI,VERY THICK,,,,,unknown,-56.00%,3432.00,2288.00,,,http://220.158.137.43/imaged/69891/still.jpg,true,,
12398,264584,2304945476,MARQUISE,1.50,N,I1,-,VG,VG,NON,,12.01,6.11,3.49,57.2,61,NON,GIA,MED to VTK,,Not brown,Not green,,unknown,-28.83%,2135.25,1423.50,,,,true,,
